Id;Author;Title;Publisher;Year;Pages;Storage;Notes;CottageNumber
1053;Мелтон К., Уоллес Р.;Секретная инструкция ЦРУ по технике обманных трюков  и введению в заблуждение. Пер. с англ.;М.;2010;280;14;;
1054;;Цветы сливы в золотой вазе, или Цзинь, Пин, Мэй. Роман.;М.;2007;976;14;;
1055;Яхонтов Ю.А.;Летопись славян-россов с древнейших времен до Рюрика.;М.;2009;296;14;;
1056;Нарочницкая Н.А.;Россия и русские в современном мире.;М.;2009;416;14;;
1057;Кирьянов О.В.;Наблюдая за корейцами. Страна утренней свежести.;М.;2010;352;14;;
1058;Михеенков С.Е.;Взвод, приготовиться к атаке!.. Лейтенанты Великой Отечественной. 1941 - 1945.;М.;2010;352;14;;
1059;Ардашев А.Н.;Снайперская война.;М.;2010;416;14;;
1060;Ямщиков С.В.;Когда не стало Родины моей… ( Воспоминания о Родине).;М.;2010;480;14;;
1061;Ястребов А.Л.;Наблюдая за мужчинами. Скрытые правила поведения.;М.;2010;528;14;;
1062;Панюшкин В.;Код Горыныча: Что можно узнать о русском народе из сказок.;М.;2009;144;14;;
1063;Кудрявец Д.Б., Петренко Н.А.;Как вырастить цветы.;М.;1993;176;14;ил.;
1064;Морита А.;Sony. Сделано в Японии. Пер. с англ.;М.;2006;290;14;;
1065;Кизима Г.А.;Красивый сад своими руками.;М.;2009;320;14;;
1066;Метерлинк М.;Тайная жизнь термитов.;М.;2002;400;14;;
1067;Твардовский А.Т.;Давно ли? Жизнь тому назад…: Биография. Стихи. Воспоминания.;М.;2010;624;14;ил.;
1068;Гумилев Н.С.;Где небом кончилась земля : Биография. Стихи. Воспоминания.;М.;2010;480;14;ил.;
1069;Сост. Киршнер Л.А.;Канун и начало войны: Документы и материалы.;Л.;1991;432;15;ил;
1070;;Военный энциклопедический словарь.;М.;2002;1432;15;ил.;
1071;О*Брайан П.;Командир и штурман. Роман.;Спб.;2005;510;15;;
1072;О*Брайан П.;На краю земли. Роман.;Спб.;2005;464;15;;
1073;О*Брайан П.;Капитан первого ранга. Роман.;Спб.;2006;604;15;;
1074;Lothar Willmann, helmuth Pelzer;Unter Segeln durch die Ostsee;Leipzig;1979;184;15;;
1075;;Deutschland im zweiten Weltkrieg. T. 2.;Berlin;1976;616;15;;
1076;;Государственный Эрмитаж. Живопись.;Л.;1968;140;15;;
1077;;Государственный Русский Музей. 10 репродукций.;М.;1956;;15;;
1078;;В. Суриков.;М.;1963;;15;;
1079;;Русская пейзажная живопись.;М.;1962;14;15;112 ил.;
1080;;Иван Константинович Айвазовский.;М.;1963;16;15;42 ил.;
1081;;Море зовет: Альбом.;Л.;1988;200;15;ил.;
1082;;Ломоносов. Дворцово-парковый музей-заповедник.;Л.;1986;144;15;ил.;
1083;;Живопись. Государственная Третьяковская галерея.;М.;1981;;15;89 ил.;
1084;;Горница. 1/95.;Новосибирск;1995;176;15;;
1085;;Горница. 4/95.;Новосибирск;1995;176;15;;
1086;Гончаров И.А.;Избранные произведения.;М.;1948;744;15;;
1087;Бальзак О.;Избранные произведения.;М.;1949;716;15;;
1088;Шакурин А.И.;Крылья победы. - 3-е изд., доп.;М.;1990;302;15;ил.;
1089;Козлов И.А., Шломин В.С.;Краснознаменный Северный флот.;М.;1977;288;15;ил.;
1090;Дубинский И.В.;Наперекор ветрам.;М.;1964;272;15;;
1091;Шарипов А.;Черняховский.;М.;1972;384;15;;
1092;Сост. Акшинский В.С.;Климент Ефремович Ворошилов: Жизнь и деятельность в фотографиях и документах. Изд. 2-е.;М.;1980;104;15;ил.;
1093;Коробейников М.П.;Подробности войны.;М.;1988;256;15;;
1094;Пантелеев Ю.А.;Полвека на флоте.;М.;1974;320;15;;
1095;Сомов Г.А.;Маршал авиации: О дважды Герое Советского Союза Е.Я. Савицком.;М.;1990;224;15;;
1096;Москаленко К.С.;На Юго-Западном направлении. Воспоминания командарма.;М.;1969;458;15;ил.;
1097;Москаленко К.С.;На Юго-Западном направлении. 1943 - 1945. Воспоминания командарма.Кн. 2.;М.;1973;644;15;ил.;
1098;Конев И.С.;Записки командующего фронтом.;М.;1991;602;15;16 л. ил.;
1099;Егоров Ф.И.;"""Не склонив головы"", ""Встретимся в Берлине"", ""Эвакогоспиталь"". Докуметальные повести.";Алма-Ата;1963;520;15;;
1100;Hubert Faensen, Wladimir Iwanow;Altrussiche Kunstdenkmaler;Berlin;;542;15;ill.;
1101;Чекуров М.В.;Загадочные экспедиции.2-е изд., перераб., доп.;М.;1991;160;15;ил.;
1102;Борщаковский А.М.;Остров всех надежд.;М.;1960;164;15;;
1103;Шмыгановский В.Н.;Командировка на край света.;М.;1988;192;15;ил.;
1104;Крепс Е.М.;"На ""Витязе"" к островам Тихого океана.";М.;1959;178;15;ил.;
1105;Проспери Ф.;На лунных островах.;М.;1958;224;15;ил.;
1106;Моуэт Ф.;Следы на снегу.;М.;1986;240;15;карт., 12л. ил.;
1107;Виргинский В.С.;Фотий Ильич Швецов. 1805 - 1855.;М.;1977;120;15;ил.;
1108;Гребенников В.С.;Мой удивительный мир.;Новосибирск;1983;168;15;ил.;
1109;Слокам Джошуа;Один под парусами вокруг света.;М.;1960;192;15;ил.;
1110;Купер П.Ф.;Остров затерянных;Л.;1970;168;15;ил.;
1111;Чичестер Ф.;"Кругосветное плавание ""Джипси Мот"".";М.;1969;272;15;ил.;
1112;Уайтсайд Т.;В одиночестве через темное море.;М.;1969;112;15;ил.;
1113;Крамп Б.;Залив. Пер. с англ.;М.;1969;128;15;ил.;
1114;Цвейг С.;Америго. Повесть об одной исторической ошибке.;М.;1960;96;15;;
1115;Бьерре Й.;Затерянный мир Калахари.;М.;1963;192;15;ил;
1116;Лондон Д.;"Путешествие на "" Снарке"".";М.;1958;208;15;ил.;
1117;Каневский З.М.;Загадки и трагедии Арктики.;М.;1991;192;15;;
1118;Кун Н.А.;Легенды и мифы Древней Греции.;М.;1957;464;15;;
1119;Черкашин Н.А.;Пламя в отсеках: Документальная повесть.;М.;1991;128;15;8 ил. л.;
1120;Мелвилл Г.;Ому;М.;1960;280;15;ил.;
1121;;Искатель. № 4 (52).;М.;1969;160;15;;
1122;Корнилович К.В.;На берегах Невы. Книга о русской архитектуре и искусстве первой четверти XVIII века.;Л.;1964;152;15;ил.;
1123;Казначеев В.П.;Феномен человека.;Новосибирск;1991;128;15;;
1124;Хантер Д.;Охотник;М.;1960;224;15;;
1125;;Бородино 1812 - Шипка 1877.;София;1984;;15;альбом;
1126;Соколов - Микитов И.;От весны до весны.;Л.;1967;176;15;ил.;
1127;Ростарчук М.;Над впадиной Романш или путешествие в гидрокосмос.;Л.;1970;216;15;ил.;
1128;;Искатель № 1 (49).;М.;1969;160;15;;
1129;Бондаренко Ю.Я.;Ветреная дочь астрономии?;М.;1991;48;15;;
1130;Болгурцев Б.Н.;Рядом с Невельским: Историко-биографические очерки.;Л.;1990;96;15;;
1131;Пристли Р.;Антарктическая одиссея (Северная партия экспедиции Р.Скотта).;Л.;1989;360;15;ил.;
